Time (h),V_analytical (L),X_mean (g/L),X_std (g/L),X_lower95 (g/L),X_upper95 (g/L),X_sig_total (g/L),S_mean (g/L),S_std (g/L),S_lower95 (g/L),S_upper95 (g/L),S_sig_total (g/L),P_mean (g/L),P_std (g/L),P_lower95 (g/L),P_upper95 (g/L),P_sig_total (g/L),M_mean (g/L),M_std (g/L),M_lower95 (g/L),M_upper95 (g/L),M_sig_total (g/L),O2_mean (mg/L),O2_std (mg/L),O2_lower95 (mg/L),O2_upper95 (mg/L),O2_sig_total (mg/L)
56.0,18736.0,71.00534,1.2232043,68.6602,73.06065,2.8701591,48.173904,2.206373,44.29898,51.776817,2.823338,56.53144,0.776744,55.28195,58.258717,2.2083023,93.0053,1.3962511,90.346375,95.40892,3.6763897,2.9887269,0.07974268,2.820617,3.1194725,0.13528846
57.0,18892.0,71.073814,1.4322802,69.20545,74.17036,2.967494,48.86278,2.2015085,45.1073,52.28078,2.8353446,56.648586,0.89878595,55.216057,58.40762,2.258055,92.62558,1.4101757,89.7938,94.91237,3.668878,2.9781883,0.071542576,2.884408,3.114907,0.13030092
58.0,19048.0,71.34882,1.4579104,68.824585,74.00705,2.9887238,49.639328,2.3527522,45.9148,53.362392,2.971576,56.76284,0.7467482,55.75334,58.347942,2.2058911,92.192055,1.4047649,89.39672,94.428055,3.6521635,2.9989948,0.07069157,2.8697097,3.1041636,0.13047445
59.0,19204.0,71.5315,1.1875094,69.55545,73.95996,2.8726375,50.29045,2.3005753,46.548244,53.906822,2.9452455,57.027275,0.65308094,55.867672,58.250446,2.1851938,91.695114,1.4035627,89.03286,94.17641,3.6349323,2.9537864,0.06497745,2.8285286,3.062476,0.12604961
60.0,19360.0,71.95,1.3624432,69.40433,74.23777,2.9628382,50.979263,2.234637,47.34032,54.680416,2.910103,57.249924,0.72472715,56.008495,58.322998,2.2153575,91.22105,1.3755193,88.61686,93.42352,3.608164,2.9475307,0.077576764,2.8228762,3.0921812,0.13279767
61.0,19516.0,71.96345,1.365262,69.32759,74.70667,2.9645722,51.624985,2.4827232,47.315193,55.847942,3.1189108,57.514366,0.6880894,56.474167,58.61486,2.2128325,90.760155,1.3790673,88.17694,92.869,3.5939488,2.953706,0.08127653,2.8418083,3.1322873,0.13517275
62.0,19672.0,71.73789,1.6271499,69.09106,75.10176,3.0869114,52.413696,2.584157,47.86393,57.14091,3.2173402,57.563084,0.73773485,56.632008,59.542347,2.2304506,90.38227,1.4170417,87.7472,92.37493,3.5959868,2.9522946,0.083755985,2.7861855,3.0675447,0.13663718
63.0,19828.0,71.85177,1.4672716,68.77459,74.46224,3.0093448,53.191326,2.5667782,48.435883,57.520493,3.2204924,57.859653,0.74211407,56.340313,59.24847,2.2421334,89.95893,1.4008719,87.13839,91.84678,3.575398,2.9425404,0.0701954,2.8118799,3.046901,0.12847243
64.0,19984.0,72.11091,1.3226627,69.71826,74.11967,2.9500153,54.004524,2.3958712,50.22167,58.1148,3.1048317,58.090267,0.6497844,56.875446,59.178726,2.2213516,89.55716,1.4012386,86.42635,91.59785,3.5620298,2.9452336,0.059855137,2.8375716,3.0414464,0.12321367
65.0,20140.0,72.32256,1.389174,69.16742,74.70715,2.987279,54.87573,2.1985264,51.374973,59.061165,2.9765985,58.16584,0.7714075,56.501343,59.151066,2.2625208,89.09253,1.4431915,86.109436,91.205215,3.5632005,2.9508111,0.085101776,2.8173125,3.1053343,0.13742363
66.0,20296.0,72.57419,1.5208762,70.07983,75.25014,3.0587332,55.56324,2.4329462,51.545013,59.676743,3.1697593,58.300434,0.79625773,56.557224,59.31338,2.2757237,88.63551,1.4672436,85.42926,90.54952,3.5577786,2.929811,0.077769615,2.8008695,3.0660176,0.1323855
67.0,20452.0,72.29745,1.631706,68.787285,75.2331,3.1067088,56.309273,2.435739,52.473965,60.81351,3.1894464,58.399593,0.77171624,56.916515,59.69381,2.270663,88.14718,1.5208911,84.83914,90.058105,3.5640793,2.9198647,0.07301774,2.7821345,3.067968,0.1293507
68.0,20608.0,72.62542,1.6551979,69.76062,75.73099,3.1292827,57.130398,2.3369367,53.347565,61.16735,3.1345768,58.565304,0.9029443,57.085167,59.98438,2.3241322,87.69601,1.5487942,84.31706,89.84655,3.561212,2.9489994,0.0792648,2.7889373,3.0883644,0.13383408
69.0,20764.0,72.97498,1.5037447,70.43552,75.68474,3.0630107,57.88006,2.5551982,53.85504,62.55817,3.3179247,58.877724,1.0592784,56.836147,60.916958,2.3994613,87.20562,1.4912103,84.02382,89.33938,3.5202968,2.9647305,0.07294952,2.8437524,3.0982347,0.13067012
70.0,20920.0,72.95337,1.1989921,70.4484,75.12735,2.9247482,58.56737,2.5782766,55.13871,64.11043,3.3517334,59.067135,0.90532136,57.674225,60.75038,2.3419697,86.668015,1.4717141,83.62114,88.57241,3.494243,2.9400556,0.05967953,2.8047838,3.0299232,0.122962885
71.0,21076.0,73.27932,1.229146,71.37108,75.43041,2.9480677,59.145153,2.5028198,55.479424,64.50227,3.3078172,59.310177,0.8971952,57.751984,60.676098,2.3470504,86.24105,1.4419973,83.25453,88.363556,3.467626,2.9252698,0.07426408,2.8083992,3.0701556,0.13022064
72.0,21232.0,73.239624,1.0912262,71.58121,75.52782,2.8919373,59.771606,2.6241443,55.600853,65.76193,3.4151566,59.414173,1.0009664,57.508003,61.215027,2.3920975,85.84273,1.4263684,82.84556,87.95197,3.44789,2.9019623,0.072759695,2.7989056,3.0577729,0.12866478
73.0,21388.0,73.1887,1.2866604,70.95514,75.763954,2.9695203,60.45951,2.5354502,56.42105,65.99511,3.363965,59.45485,0.8297397,57.97832,60.823673,2.327043,85.31869,1.4427541,82.423485,87.389305,3.4372988,2.9013581,0.06759491,2.7797117,3.049919,0.1257976
74.0,21544.0,73.375465,1.1279122,71.14886,75.63396,2.9105573,61.231163,2.658167,56.933167,67.27994,3.4755094,59.645897,0.86154795,58.07046,61.315292,2.34507,84.843376,1.4342579,81.76857,86.83948,3.417957,2.9045317,0.07615718,2.7858443,3.0305405,0.13069245
75.0,21700.0,73.33341,1.3714007,71.10813,75.98963,3.0119178,62.065437,2.7343948,58.174088,68.62574,3.5535579,59.696003,0.7463041,58.389454,61.05358,2.3069575,84.36234,1.4451349,81.205376,86.455986,3.4065988,2.9132974,0.0668842,2.799749,3.0633054,0.12578666
