Time (h),V_analytical (L),X_mean (g/L),X_std (g/L),X_lower95 (g/L),X_upper95 (g/L),X_sig_total (g/L),S_mean (g/L),S_std (g/L),S_lower95 (g/L),S_upper95 (g/L),S_sig_total (g/L),P_mean (g/L),P_std (g/L),P_lower95 (g/L),P_upper95 (g/L),P_sig_total (g/L),M_mean (g/L),M_std (g/L),M_lower95 (g/L),M_upper95 (g/L),M_sig_total (g/L),O2_mean (mg/L),O2_std (mg/L),O2_lower95 (mg/L),O2_upper95 (mg/L),O2_sig_total (mg/L)
25.0,11800.0,59.905197,1.0268079,58.244873,61.950092,2.419271,22.046465,1.0794808,20.614101,24.457829,1.347292,43.542408,0.593389,42.3967,44.38944,1.699196,102.697136,0.7193934,101.43114,104.25925,3.8236165,3.5241597,0.058614943,3.3935945,3.6282725,0.14157228
26.0,11872.0,60.751812,0.7663454,59.52133,62.218857,2.3499815,22.328398,1.0944102,20.851776,24.658422,1.3654228,44.218155,0.5880994,43.21585,45.12694,1.720557,101.98701,0.7101245,100.82348,103.44186,3.7963715,3.4817564,0.05707528,3.386641,3.5832903,0.13952546
27.0,11944.0,61.85992,0.883058,60.249317,63.405636,2.4282904,22.508965,1.1859965,20.916317,25.069885,1.4436271,45.19186,0.6084685,43.97708,46.219505,1.7609941,101.21598,0.6912858,100.03095,102.67674,3.7651742,3.4681494,0.05414728,3.3770957,3.57371,0.13789576
28.0,12016.0,62.804024,0.934362,60.872234,64.27344,2.4793572,22.811068,1.2476385,21.005756,25.245821,1.5007933,45.915012,0.6010543,44.840755,46.758244,1.7833198,100.47246,0.76148194,99.032875,101.83221,3.752066,3.4283452,0.049360156,3.354256,3.505766,0.13473187
29.0,12088.0,63.858456,0.9269735,62.124126,65.1699,2.5123785,23.001537,1.252443,20.940487,25.19923,1.5086617,46.59642,0.55462426,45.69478,47.536934,1.791888,99.73952,0.7785488,98.50719,101.298195,3.7293515,3.3993685,0.052038822,3.3046896,3.4796803,0.13475811
30.0,12160.0,64.769516,0.929284,63.08441,66.39514,2.5442152,23.214281,1.3787307,20.646158,25.82776,1.6191022,47.332134,0.64149314,45.943054,48.43888,1.8458524,99.0502,0.8065834,97.6489,100.686104,3.7106972,3.3552775,0.04661511,3.2715902,3.4492207,0.13124955
31.0,12232.0,65.328156,0.8918652,63.650352,66.88612,2.5499153,23.490778,1.385091,20.91392,26.144041,1.6298276,47.97669,0.697309,46.80772,49.089054,1.8878666,98.36399,0.8551812,96.98326,100.118225,3.6971462,3.3021972,0.057894748,3.2188966,3.4097223,0.13391325
32.0,12304.0,65.88101,0.8658129,64.16711,67.350555,2.559936,23.81722,1.298581,21.76581,26.401218,1.5635934,48.449444,0.61511755,47.46037,49.382305,1.8754001,97.70015,0.8904006,96.48235,99.55677,3.6818926,3.273194,0.06437577,3.137194,3.3922,0.13590509
33.0,12376.0,66.86977,0.8449107,65.45078,68.27332,2.5870883,24.10283,1.2616618,21.741323,26.349474,1.5390266,49.222736,0.59582186,48.053165,50.097183,1.8959835,96.94638,0.82376367,95.87985,98.54263,3.6394947,3.2400339,0.06431064,3.1224296,3.342369,0.13480732
34.0,12448.0,67.48388,0.9348699,65.73149,69.417015,2.6388366,24.435896,1.3172119,22.004436,26.717005,1.5916898,49.74928,0.6699921,48.447296,50.718628,1.9386393,96.33044,0.8611517,95.152954,98.09592,3.626256,3.2383842,0.063027255,3.1400118,3.366284,0.13414656
35.0,12520.0,68.1844,1.0566871,66.606575,69.949684,2.7079782,24.66164,1.2997158,22.376034,27.052008,1.5819327,50.431454,0.6577684,49.105175,51.536198,1.9579259,95.6,0.80389607,94.44942,97.18043,3.5870516,3.1989071,0.046063263,3.120449,3.282221,0.12571748
36.0,12592.0,68.68997,1.0256026,67.223465,70.38752,2.713107,25.025064,1.3933886,22.74249,27.344126,1.6670114,50.820156,0.810034,48.98397,51.94376,2.0272136,94.93271,0.81751364,93.76479,96.66885,3.5663724,3.1729686,0.058138102,3.0869122,3.3020005,0.1297771
37.0,12664.0,69.278366,0.88232994,67.63833,70.984184,2.682563,25.286446,1.4935533,23.062891,27.997957,1.7566106,51.352036,0.7653808,49.875088,52.681503,2.0277853,94.20913,0.8254211,92.89572,95.81766,3.542457,3.1464236,0.05828566,3.0442104,3.2480888,0.12897664
38.0,12736.0,69.82612,1.1549083,67.769035,72.04472,2.8023803,25.598532,1.5688548,23.115353,28.43865,1.8268878,51.951836,0.61812395,50.849968,53.22207,1.9977573,93.548874,0.85327154,92.35689,95.154495,3.5256193,3.1274922,0.06888137,3.010363,3.2749097,0.13350499
39.0,12808.0,70.2795,1.2165966,68.29567,72.64188,2.8433373,25.938074,1.6172248,23.153433,28.827572,1.874841,52.434605,0.58344597,51.366005,53.339317,2.0041835,92.88307,0.883643,91.60864,94.573204,3.509525,3.10695,0.057491396,3.012365,3.2119977,0.12733008
40.0,12880.0,70.78221,1.2754995,68.53468,72.71155,2.885512,26.317556,1.6873535,23.053448,29.468786,1.9424958,52.84637,0.73611444,51.08148,53.92274,2.0678911,92.26222,0.9101929,90.52216,93.934814,3.4943802,3.100158,0.07505526,2.9688876,3.2237444,0.1359581
41.0,12952.0,71.56959,0.93018967,69.96428,73.48951,2.7774823,26.684326,1.70404,23.347519,29.592773,1.963638,53.41788,0.690674,51.70324,54.50321,2.0718462,91.55993,0.951239,89.91127,93.25423,3.4805853,3.0642965,0.071460634,2.9734025,3.198283,0.13289973
42.0,13024.0,72.33768,1.0675576,70.67399,74.89575,2.8524785,27.07269,1.5992358,24.101135,29.827671,1.8808489,53.92811,0.7061925,52.27503,54.941517,2.0946267,90.93896,0.9967306,88.96151,92.54332,3.4715352,3.0655825,0.06640721,2.9459207,3.1782591,0.13029265
43.0,13096.0,72.27155,1.4141577,69.7439,74.64866,2.997334,27.610767,1.7805506,24.6406,31.053574,2.046886,54.080166,0.7148026,52.985966,55.255478,2.1027734,90.318985,1.0291449,88.17235,91.96015,3.4593296,3.0704548,0.06673355,2.9345503,3.1624544,0.1306124
44.0,13168.0,72.45642,1.2985492,69.27877,74.54682,2.950623,28.040829,1.8514713,24.450924,31.148014,2.116443,54.513428,0.58230054,53.474197,55.4716,2.076704,89.743675,1.0331023,87.49662,91.38298,3.4404368,3.032691,0.0561077,2.9504578,3.1433473,0.12428245
45.0,13240.0,73.01568,1.2491168,70.68223,74.97659,2.947715,28.404907,1.9139675,24.335606,31.520576,2.1776445,54.885674,0.5698124,54.063046,55.966682,2.086328,89.126785,1.1287141,86.9426,91.11711,3.4490223,3.0277839,0.058557745,2.9085839,3.122241,0.12524892
46.0,13312.0,73.16897,1.1418481,71.126015,74.860825,2.9090395,28.931482,1.7980875,24.677286,31.954021,2.0862296,55.185837,0.6598102,54.229717,56.747444,2.1231124,88.5488,1.1267076,86.26846,90.39186,3.4283977,3.0259535,0.06536283,2.918115,3.1452806,0.12851368
47.0,13384.0,73.78364,1.0855641,71.88352,76.045425,2.908251,29.319525,1.7647941,25.845697,32.079483,2.0649354,55.60936,0.70807916,54.250008,56.74427,2.153225,87.93785,1.0865084,85.83926,89.97501,3.3942254,3.023509,0.05536142,2.9150949,3.1008,0.123647
48.0,13456.0,74.29412,1.3104647,71.90742,76.579704,3.0162678,29.669016,1.8209229,25.815575,32.225555,2.1196194,56.067238,0.7603746,54.811367,57.548286,2.1866746,87.3387,1.1262604,84.82187,89.50125,3.3864882,3.010301,0.052356977,2.9013915,3.0911362,0.12189498
49.0,13528.0,74.54421,1.3369659,72.16949,77.05222,3.0360835,30.116617,1.7438908,26.261395,32.63884,2.062514,56.439095,0.7511238,55.20488,57.72125,2.1962478,86.73958,1.1457665,84.21463,88.811165,3.3724124,2.9937575,0.06000529,2.8803713,3.074711,0.124839686
50.0,13600.0,74.526566,0.9915095,72.82037,76.05068,2.8999827,30.63504,1.7120901,27.418509,33.315372,2.0460145,56.636063,0.8334982,55.181465,58.437813,2.2324467,86.11788,1.1156938,83.78769,88.059814,3.340877,2.9623444,0.06766173,2.8389394,3.0629096,0.1277194
51.0,13672.0,74.729,1.1747388,72.497215,77.86659,2.9744277,31.008564,1.7074394,27.975607,33.643764,2.0496488,56.937706,0.9048741,55.453766,59.023796,2.2701771,85.52101,1.0912479,83.23174,87.52341,3.312178,2.9451308,0.06821784,2.8463306,3.0755959,0.1274827
52.0,13744.0,74.85433,1.2153426,72.577805,77.341866,2.9948847,31.500576,1.7924689,28.08079,34.576878,2.1306758,57.04083,0.8906449,55.466686,58.90468,2.2680109,84.941315,1.0866334,82.703384,86.73297,3.2906444,2.9638872,0.06440141,2.8514345,3.0805352,0.126071
53.0,13816.0,75.15592,1.3208337,72.84611,77.95574,3.0491595,31.862844,1.9230307,28.75428,34.873783,2.2484608,57.403408,0.70650417,55.94297,58.768536,2.2147818,84.30984,1.0896443,82.101746,86.12489,3.2698596,2.9524064,0.06518356,2.8431787,3.0700202,0.12611277
54.0,13888.0,75.3886,0.9993837,73.25818,76.86936,2.9322991,32.31073,1.9708586,28.833347,35.466747,2.2978785,57.664474,0.7546535,56.42104,58.953426,2.2395937,83.72959,1.1142428,81.43324,85.60593,3.258192,2.933871,0.052849445,2.841193,3.0228553,0.11959394
55.0,13960.0,75.5112,1.2346448,73.42408,77.37803,3.024681,32.61553,1.9305352,29.028708,35.750736,2.2692266,58.13286,0.683481,57.03027,59.533222,2.2329237,83.10577,1.0534074,80.98921,84.865234,3.2163303,2.9095163,0.053257942,2.7776237,2.9835422,0.11897797
56.0,14032.0,75.95742,1.0680385,73.88521,77.6992,2.9758077,32.92725,1.9072278,29.581629,36.146553,2.2554955,58.472725,0.6677764,57.656677,59.82239,2.2400265,82.54214,1.0760972,80.46504,84.26948,3.2044125,2.9060266,0.07250234,2.7527776,3.02522,0.12864214
57.0,14104.0,76.40148,1.0995139,74.670006,78.56866,3.0023527,33.41807,1.7945246,29.982414,36.717358,2.1710835,58.76405,0.74632835,57.738144,60.50347,2.274746,81.97437,1.0994577,79.5814,83.5146,3.1928327,2.9190218,0.074861966,2.775347,3.0353558,0.13037542
58.0,14176.0,76.783394,1.154724,74.42042,78.872444,3.0359194,33.856544,1.8347192,30.782293,37.268322,2.213351,58.958813,0.6610737,57.830093,60.386726,2.2550254,81.449165,1.0339549,79.43161,82.9641,3.1527238,2.9119844,0.05756332,2.8353295,3.0412085,0.12104586
59.0,14248.0,76.74506,1.2983961,74.43998,78.77397,3.0921485,34.398216,1.8155138,31.514597,37.70243,2.2086773,59.016163,0.7257002,57.7693,60.136562,2.276798,80.95451,1.0331303,78.96115,82.455795,3.13537,2.896131,0.055910807,2.7991796,3.0098124,0.119755834
60.0,14320.0,76.933586,1.3428106,74.40865,79.78647,3.117279,34.896015,1.8072138,31.592384,37.63821,2.2123091,59.07631,0.61492676,58.09489,60.293793,2.2460632,80.41495,1.0410819,78.53043,81.95216,3.119393,2.901154,0.04701299,2.8287709,2.9966516,0.11603707
61.0,14392.0,76.950294,1.1255383,75.18125,79.04193,3.0306046,35.339584,1.6644001,32.390648,38.043316,2.1071723,59.304035,0.7861271,57.853004,60.81141,2.3066661,79.79473,1.0817682,77.85585,81.480675,3.1119318,2.8825047,0.078979366,2.7529948,3.007089,0.1317114
62.0,14464.0,77.179665,1.1207787,74.95054,78.92826,3.0366337,35.83436,1.7414804,32.79153,39.003742,2.1794012,59.50222,0.7397608,57.96243,60.950535,2.2981389,79.23662,1.095557,77.15374,80.87385,3.0976539,2.8742306,0.053460967,2.7757528,2.9789276,0.1179175
63.0,14536.0,77.6163,1.265854,75.42627,79.82761,3.1076941,36.256287,1.7793514,33.495995,39.026646,2.2189634,59.781784,0.90641934,58.09659,61.620373,2.366513,78.68602,1.1072458,76.72083,80.32174,3.0830083,2.8842077,0.057208557,2.7579765,2.9844098,0.11998376
64.0,14608.0,78.01806,1.2218423,75.82097,80.2082,3.1035278,36.43721,1.937566,33.52087,39.76188,2.3514795,60.200333,0.75566494,58.69754,61.717026,2.3274376,78.13553,1.0707154,76.31882,79.93843,3.0512202,2.8475592,0.06594494,2.7282908,2.9730225,0.12325233
65.0,14680.0,77.89695,1.3831958,75.534225,80.49238,3.1665387,37.01001,1.7671925,33.944633,40.10236,2.2258744,60.155396,0.7050226,59.00516,61.45752,2.3099267,77.54914,1.1152091,75.71502,79.36426,3.0471516,2.8638568,0.07652849,2.7418826,3.0143764,0.12970535
66.0,14752.0,78.02558,1.44181,75.82426,81.05166,3.196775,37.364563,1.7974874,34.309006,40.307648,2.257824,60.346645,0.7938256,58.927517,61.59435,2.3451397,77.02907,1.1826625,75.04772,79.00252,3.0549364,2.8555975,0.06673495,2.7453177,2.965763,0.12392439
67.0,14824.0,78.3554,1.4650668,76.12212,80.87052,3.218065,37.595596,1.8114574,34.350044,40.54761,2.2740588,60.730488,0.8052972,59.54807,62.578712,2.362238,76.34811,1.2908216,74.272316,78.70346,3.075794,2.8271995,0.07408262,2.6817863,2.9402416,0.12718548
68.0,14896.0,78.31225,1.5519549,76.03502,81.29791,3.2571528,38.167843,2.0058126,35.083855,41.52835,2.4436085,60.710144,0.56126374,59.77013,61.774284,2.2898424,75.7922,1.2306378,73.992966,78.12508,3.032436,2.842829,0.066887565,2.7214484,2.9428747,0.12361373
69.0,14968.0,78.408806,1.2342225,76.507515,80.782135,3.1215415,38.6777,2.1092348,35.292793,41.94366,2.5395274,60.876266,0.497113,59.870686,61.88471,2.280897,75.23308,1.213643,73.29935,77.52821,3.0068617,2.8246562,0.077642344,2.698108,2.9756768,0.12921697
70.0,15040.0,78.742546,1.1881148,76.74913,81.37792,3.1148777,38.935154,2.1902764,35.620155,42.616943,2.6123471,61.199856,0.76633066,59.979847,62.44734,2.365471,74.590866,1.2874312,72.5892,76.826416,3.0161412,2.8118382,0.066452436,2.6818624,2.9118855,0.12242553
71.0,15112.0,79.12902,1.3076761,77.18439,81.88122,3.175287,39.34334,2.208074,36.224194,43.3836,2.6354058,61.449768,0.766785,60.27077,63.169342,2.374265,74.01472,1.3353251,71.90041,76.10641,3.0179856,2.835773,0.056465503,2.7426293,2.930882,0.11807279
72.0,15184.0,79.20095,1.0725079,77.237045,81.26105,3.0883543,40.012012,2.3763864,36.613407,44.667744,2.7906876,61.414658,0.7163192,60.104443,62.87365,2.357227,73.50497,1.303268,71.24401,75.68996,2.9871557,2.8154726,0.056710172,2.702765,2.9141855,0.11753925
73.0,15256.0,79.134254,1.1741071,77.33882,81.33915,3.1228297,40.50538,2.269599,37.354572,44.715305,2.7101517,61.415054,0.7640362,60.04982,63.194626,2.372177,73.0054,1.330778,70.90044,75.25582,2.9829004,2.8075655,0.049660772,2.716114,2.8897061,0.11404461
74.0,15328.0,79.544136,1.1222544,77.39675,81.42058,3.117685,40.85998,2.140301,37.87784,44.99954,2.6102319,61.708767,0.5996374,60.62365,62.98492,2.3348217,72.50566,1.4055747,70.097015,74.702835,3.0008547,2.8153598,0.05469309,2.7002852,2.8953211,0.1165758
75.0,15400.0,79.81636,1.3380271,77.24773,82.4854,3.2107365,41.27075,2.229306,37.79463,45.756832,2.6920881,61.937153,0.79917055,60.561245,63.351727,2.4017205,72.02224,1.4427135,69.347565,74.25175,3.0029132,2.8032796,0.06403586,2.6688764,2.898949,0.120865285
