Time (h),V_analytical (L),X_mean (g/L),X_std (g/L),X_lower95 (g/L),X_upper95 (g/L),X_sig_total (g/L),S_mean (g/L),S_std (g/L),S_lower95 (g/L),S_upper95 (g/L),S_sig_total (g/L),P_mean (g/L),P_std (g/L),P_lower95 (g/L),P_upper95 (g/L),P_sig_total (g/L),M_mean (g/L),M_std (g/L),M_lower95 (g/L),M_upper95 (g/L),M_sig_total (g/L),O2_mean (mg/L),O2_std (mg/L),O2_lower95 (mg/L),O2_upper95 (mg/L),O2_sig_total (mg/L)
41.0,11476.0,75.70661,1.1380181,73.97543,78.01158,2.9931498,16.610844,1.4771928,14.311466,19.44638,1.5971991,55.04734,0.78526634,53.625168,56.49233,2.1606681,84.03985,1.5490634,81.73114,87.28509,3.4414356,3.0135508,0.060408212,2.8955667,3.116747,0.12566805
42.0,11512.0,75.90886,1.1289399,73.943985,77.69512,2.9965594,16.75225,1.6477629,14.174372,19.900705,1.7579468,55.173122,0.7085807,53.724052,56.37913,2.1383328,83.239296,1.5129102,80.83988,86.50835,3.3990753,2.998522,0.05960257,2.8852994,3.101863,0.12479967
43.0,11548.0,76.484764,1.3249407,73.46573,78.20868,3.0947833,16.860775,1.6226411,14.392517,19.964346,1.7358273,55.636467,0.60965675,54.64513,56.59016,2.1238446,82.359024,1.4358697,79.95806,85.403824,3.3364081,2.9796412,0.072979905,2.8414433,3.1073532,0.13113973
44.0,11584.0,77.30706,1.1934223,74.738014,79.04777,3.0684803,16.925964,1.7532192,14.309706,20.254272,1.859262,56.22851,0.6483525,54.91692,57.237453,2.1559114,81.53863,1.4104818,79.37537,84.395996,3.298418,2.992932,0.072707206,2.8938403,3.1433938,0.1313927
45.0,11620.0,77.79063,1.1501516,76.102005,79.98065,3.0682976,16.9295,1.8295299,14.056522,20.502537,1.9314288,56.60409,0.7778398,55.26217,58.182034,2.2111747,80.680595,1.3970168,78.43651,83.26381,3.264298,2.9998803,0.06643004,2.8915865,3.1263258,0.12824327
46.0,11656.0,78.2501,1.237009,76.67317,80.59659,3.1173165,16.880444,1.879498,14.22491,20.580198,1.978265,56.936222,0.91534054,54.913162,58.539436,2.27432,79.914505,1.3510917,77.66315,82.595726,3.2194602,2.9635205,0.06616501,2.8488154,3.0797133,0.12696953
47.0,11692.0,78.48709,1.6793813,75.692085,81.951416,3.3252761,16.853994,2.0867445,13.754491,21.04083,2.1758516,57.26855,0.9555652,55.4351,58.797047,2.301855,79.09129,1.2877114,76.831566,81.51785,3.1658568,2.9373941,0.06317601,2.8379889,3.046969,0.124613464
48.0,11728.0,78.458855,1.159727,76.759796,80.496376,3.0945406,17.080637,2.0341887,14.170527,21.360151,2.127918,57.465843,0.6930678,56.319424,59.005997,2.2127004,78.361435,1.3128309,76.01129,80.780495,3.1518743,2.9171674,0.05028443,2.8268106,3.0141687,0.11793001
49.0,11764.0,78.66831,1.1834835,76.75844,81.126,3.1106036,17.197746,1.9967414,14.404226,21.63982,2.0934315,57.69726,0.6075916,56.624256,58.733868,2.1955645,77.58347,1.3189967,75.05479,80.140175,3.1286285,2.9216497,0.059534524,2.8311095,3.049078,0.12230421
50.0,11800.0,79.25928,0.9594279,77.53921,80.96643,3.0529525,17.27519,1.9895204,14.586297,21.836897,2.0874004,58.229122,0.6099996,57.195408,59.369328,2.214922,76.97121,1.3323927,74.40153,79.47296,3.114049,2.9183443,0.0494753,2.8371077,3.0060115,0.11762632
51.0,11836.0,79.855576,1.1712757,77.88614,81.85198,3.1462317,17.29651,2.045987,14.524492,21.64088,2.1415174,58.661297,0.84528583,57.10795,60.06535,2.30561,76.249176,1.3549645,73.62646,78.839096,3.100005,2.9047356,0.06553977,2.7990322,3.0295823,0.124810435
52.0,11872.0,80.39102,1.3010405,78.58949,82.90061,3.2147043,17.238102,2.08653,14.282358,21.4498,2.179666,59.089237,0.7929655,57.709827,60.563904,2.3016305,75.51319,1.3939484,72.752846,78.00696,3.0931928,2.8764534,0.05863389,2.7617724,2.9640331,0.12042212
53.0,11908.0,80.29512,1.2703873,78.07781,82.38144,3.1992025,17.407198,1.7982763,14.476781,21.24638,1.907608,58.97656,0.77543664,57.516098,60.328835,2.2917726,74.77422,1.3968033,72.32499,77.34,3.0703924,2.8892055,0.06166528,2.79958,3.0076387,0.12232937
54.0,11944.0,80.60458,1.1511687,78.76836,82.61573,3.1642983,17.559244,1.7175738,14.731812,20.854258,1.8336682,59.237514,0.858677,57.102146,60.48399,2.3301277,74.04244,1.450597,71.69059,76.93936,3.0716224,2.8743277,0.06989084,2.7417805,3.0100079,0.12622178
55.0,11980.0,81.07594,1.4669582,78.45355,83.718216,3.3077881,17.531397,1.7691851,14.459284,20.726532,1.8817515,59.676064,0.9618457,57.66822,61.10408,2.384753,73.33179,1.4394977,70.91051,76.22463,3.0434754,2.8598955,0.05839519,2.76929,2.9702406,0.11977707
56.0,12016.0,81.32615,1.3343039,78.91669,83.31818,3.2594779,17.529474,1.5695252,14.807409,20.310083,1.6953737,59.953884,0.8222784,58.606606,61.423233,2.3414702,72.58011,1.468831,70.04847,75.37612,3.0333805,2.8423796,0.063953236,2.7368565,2.9842825,0.12203692
57.0,12052.0,81.31625,1.1068321,79.22394,83.08577,3.172815,17.76205,1.6588632,14.928209,21.176184,1.7814839,60.128315,0.781192,58.521694,61.22425,2.333369,71.87639,1.470597,69.413605,74.51052,3.0117533,2.8458486,0.058577385,2.7364652,2.9549882,0.11941813
58.0,12088.0,81.75647,1.3526657,78.956604,83.91495,3.2813673,17.827055,1.7708515,14.769769,20.768543,1.8870258,60.23332,0.907504,58.676174,61.69625,2.3821864,71.18602,1.4462783,68.61246,73.79677,2.9778614,2.8416846,0.077697426,2.7131414,2.9508357,0.12974823
59.0,12124.0,81.931984,1.3037859,79.41552,84.158905,3.267406,17.926313,1.8180846,14.295042,20.974277,1.932648,60.444782,0.73434556,59.226475,61.61357,2.3290844,70.521095,1.4877882,67.816826,73.110504,2.9771562,2.8221223,0.069085255,2.7138164,2.9464054,0.12418669
60.0,12160.0,82.376854,1.5299592,79.13047,84.85676,3.37855,17.999731,1.8321391,14.575499,21.474949,1.9467813,60.812344,0.7514661,59.35711,61.898155,2.3472683,69.826416,1.5013664,67.04404,72.65872,2.9620397,2.8214266,0.05886343,2.7239153,2.9279962,0.11878221
61.0,12196.0,82.83181,1.3718531,80.06548,85.007195,3.325103,18.037498,1.7140013,14.855693,21.018152,1.8365303,61.142906,0.71535206,59.657597,62.25154,2.3474672,69.172554,1.507588,66.3525,71.96045,2.9446342,2.8251657,0.07243031,2.7175667,2.9459934,0.1261693
62.0,12232.0,82.58864,1.3926965,80.28524,85.148636,3.3256795,18.304314,1.7435186,14.803489,21.513597,1.8675829,61.256676,0.82509375,59.6327,62.579792,2.3871055,68.60188,1.474763,65.65847,71.210655,2.9099557,2.7968822,0.059994742,2.677749,2.895598,0.11857186
63.0,12268.0,82.73671,1.1682622,80.32017,84.7423,3.2431638,18.440413,1.7726309,15.052915,22.437305,1.8965539,61.55192,0.8979785,60.251976,63.030075,2.4232917,67.962555,1.5086457,64.96941,70.58019,2.9072638,2.783318,0.06709814,2.63195,2.9120495,0.12190517
64.0,12304.0,82.70044,1.1956193,80.610054,84.20708,3.251885,18.487286,1.7745243,15.299531,22.560507,1.8989332,61.53022,0.87006724,60.099117,63.097965,2.412348,67.30657,1.5511917,64.378105,70.04662,2.9092467,2.7778714,0.057966508,2.697438,2.9025462,0.116954364
65.0,12340.0,82.64162,1.1529315,80.82347,84.71646,3.2344236,18.675884,1.7042234,15.550299,22.299023,1.835963,61.54408,0.7218336,60.538605,62.893593,2.3634148,66.61026,1.6134734,63.525642,69.23995,2.9216657,2.7966456,0.05575673,2.676902,2.8859854,0.1164773
66.0,12376.0,82.857735,1.2225037,80.8112,85.30664,3.2671988,18.988691,1.6704627,16.05899,22.14261,1.809028,61.614872,0.54359967,60.680744,62.878887,2.3177242,66.04094,1.6499107,63.061993,68.85862,2.9247317,2.791196,0.054488163,2.7182508,2.8984134,0.11569958
67.0,12412.0,83.11186,1.150775,81.37003,85.55257,3.249731,19.083893,1.8036648,15.809308,22.140657,1.933957,62.0235,0.6422564,60.927677,63.28802,2.3572001,65.38275,1.7057405,62.0099,68.44322,2.9369605,2.7740102,0.057161253,2.6621459,2.8840485,0.11643433
68.0,12448.0,83.21624,1.3142662,80.84028,85.20492,3.3146613,19.276937,1.6382277,16.420778,22.231087,1.7834448,62.19477,0.7764847,60.72618,63.426514,2.4031804,64.81494,1.6590831,61.554802,67.6914,2.8930762,2.7547264,0.049833894,2.6380045,2.8385212,0.11238505
69.0,12484.0,83.71011,1.1364691,81.61352,85.47694,3.2651923,19.278204,1.6973766,16.073954,22.043982,1.8379439,62.646736,0.7264048,61.405617,63.878933,2.4032183,64.245384,1.5917329,61.28671,67.17047,2.8377202,2.7553303,0.053105175,2.6493561,2.8470554,0.11389289
70.0,12520.0,83.93556,1.394772,81.01705,85.724174,3.371327,19.358982,1.7800612,15.731836,22.194904,1.9156569,62.88915,0.8518307,61.092365,63.955833,2.4523666,63.64548,1.6442354,60.57716,66.64806,2.8495553,2.7400835,0.07031347,2.6115227,2.8412638,0.122406624
71.0,12556.0,84.00656,1.5079054,81.384315,86.54835,3.422014,19.53964,1.7300148,15.800028,22.065882,1.8717563,62.89664,0.9272283,61.44432,64.42819,2.4798183,62.95813,1.671202,59.839916,65.95258,2.8448217,2.7474427,0.06088947,2.6325173,2.8504877,0.11747733
72.0,12592.0,84.10415,1.5427238,81.610435,86.9457,3.4406881,19.774889,1.8260666,15.859289,22.67204,1.9640281,63.014717,0.77647495,61.824593,64.30882,2.4315715,62.413868,1.7466478,58.925526,65.474304,2.8739576,2.7544456,0.05681579,2.6440952,2.849219,0.11564146
73.0,12628.0,84.12236,1.4952973,81.282455,86.71135,3.420285,20.168486,1.8196514,16.056257,22.626177,1.9634256,63.040943,0.6955451,61.703316,64.19861,2.4078681,61.81822,1.7268132,58.559273,64.84906,2.844607,2.7538323,0.04892463,2.6705883,2.8483505,0.11195542
74.0,12664.0,84.574936,1.418322,81.9825,86.97055,3.4023757,20.17676,1.9594676,16.234076,23.170664,2.093769,63.52102,0.74085265,61.87522,64.50329,2.4380634,61.160164,1.7076627,58.031155,64.16645,2.81386,2.7421162,0.062016174,2.645344,2.8763785,0.11789954
75.0,12700.0,84.68328,1.490038,82.53569,87.39778,3.43646,20.352228,2.046899,16.142746,23.26329,2.1779947,63.452732,0.7437017,62.031082,64.83274,2.4365528,60.54869,1.6621565,57.634052,63.263206,2.768564,2.7398908,0.055632286,2.6449845,2.8563612,0.11459901
